camis,place_id,formatted_address,lat,lng,county
50005011,ChIJk8YuGib2wokRu9aGnzP7d2E,"2621 Broadway, New York, NY 10025, USA",40.7967689,-73.9705953,New York County
50035537,ChIJxX1wGalZwokRIPH6N0E_mP4,"41 West 33rd Street, New York, NY 10001, USA",40.7488071,-73.9869958,New York County
50035647,ChIJLRV5rY1bwokRclxbK1i3ZHI,"308 Tompkins Ave, Brooklyn, NY 11216, USA",40.687317,-73.9449659,Kings County
50033434,ChIJ7fYCx-dYwokRPVvRz18j4m0,"1109 1st Avenue, New York, NY 10065, USA",40.760832,-73.961479,New York County
50017962,ChIJp05sQYFZwokRCKHLDzJ4qHU,"131 Essex St, New York, NY 10002, USA",40.7200496,-73.98762359999999,New York County
41254998,ChIJ8_M1b3H0wokRp_ByEhgNwTk,"2151 Jerome Ave, Bronx, NY 10453, USA",40.85605,-73.90576,Bronx County
41412582,ChIJ0VbELrtZwokRgVeQRIdneiQ,"171 W 23rd St, New York, NY 10011, USA",40.7441252,-73.99524860000001,New York County
50032685,ChIJmcW2NiP0wokRdWnCkZ-Hb_Q,"1381 Ogden Ave, Bronx, NY 10452, USA",40.8420949,-73.9246646,Bronx County
50004871,ChIJmwgcGYVcwokR778t9N4LdG8,"986 Winthrop St, Brooklyn, NY 11212, USA",40.6595135,-73.9266792,Kings County
41467668,ChIJe1hsuBeLwokR1c9M64YZT7o,"3077 Cross Bronx Expy, Bronx, NY 10465, USA",40.8223433,-73.81685039999999,Bronx County
41441326,ChIJ64HBs0VZwokRwv5XYaScczA,"97 Nassau Ave, Brooklyn, NY 11222, USA",40.7241056,-73.9503655,Kings County
41253206,ChIJ95X7wpJZwokRPFJgCRhm3CI,"55 Leroy St, New York, NY 10014, USA",40.730322,-74.005195,New York County
41330799,ChIJV49gOYxcwokRFUCLeb2bsIE,"326 E 98th St, Brooklyn, NY 11212, USA",40.6598586,-73.9173952,Kings County
50005071,Eig1Njc3IFJpdmVyZGFsZSBBdmUsIEJyb254LCBOWSAxMDQ3MSwgVVNB,"5677 Riverdale Ave, Bronx, NY 10471, USA",40.9064534,-73.9042291,Bronx County
40599302,ChIJVfH9y65dwokRKNN6oAYCnms,"792 New Lots Ave, Brooklyn, NY 11208, USA",40.6667731,-73.8812598,Kings County
40607093,ChIJ0Vm-qGqLwokRrIFuzkaZmr4,"3201 Philip Ave, Bronx, NY 10465, USA",40.830816,-73.818094,Bronx County
41701096,ChIJaVvQ9iBcwokRzyvscG1lHY4,"652 Seneca Ave, Flushing, NY 11385, USA",40.7034858,-73.9091442,Queens County
50000130,ChIJdVJ8DhFgwokRXIPkySg7dd8,"13680 41st Ave, Flushing, NY 11355, USA",40.75902990000001,-73.82668869999999,Queens County
41630377,ChIJzXDfClhZwokR6cR46UGz8Bo,"568 Grand St, Brooklyn, NY 11211, USA",40.7109609,-73.94914940000001,Kings County
50000755,ChIJs5oowJ5gwokR8YXlZyqlID4,"11110 Queens Blvd, Forest Hills, NY 11375, USA",40.7182024,-73.83759739999999,Queens County
41569184,ChIJVYxP-MBYwokRwRcsMElb4us,"321 E 73rd St, New York, NY 10021, USA",40.76908110000001,-73.95648039999999,New York County
41289484,ChIJSUdWRedbwokRX0JcVxU-IEU,"216 Ross St, Brooklyn, NY 11211, USA",40.7066051,-73.958733,Kings County
41659556,ChIJl8rdC0pnwokR5TAI2LlPJsE,"12518 Liberty Ave, Jamaica, NY 11419, USA",40.6881655,-73.8186473,Queens County
41578481,ChIJP5qr4t9hwokRVaVJJyONQPM,"4018 Bell Blvd, Flushing, NY 11361, USA",40.7637306,-73.77132189999999,Queens County
50005932,ChIJp0hz5lJYwokRbTrxzjwVnA4,"578 9th Ave, New York, NY 10036, USA",40.7581946,-73.99254119999999,New York County
41485121,ChIJ45UAAUNfwokRd1SVaPDA_fg,"2919 24th Ave, Long Island City, NY 11102, USA",40.772838,-73.915595,Queens County
41050624,ChIJW6hBPKxNwokRLsT0OEDbGlI,"2220 Forest Ave, Staten Island, NY 10303, USA",40.62618459999999,-74.1630826,Richmond County
41246255,ChIJl7jV14hZwokRUubIeq-Bryo,"222 Lafayette St, New York, NY 10012, USA",40.7220725,-73.9975828,New York County
41433950,ChIJTQI8ylCLwokRdWT2CijJ248,"1762 Crosby Ave, Bronx, NY 10461, USA",40.8467304,-73.8317709,Bronx County
40391808,EiwyNTQwMiBSb2NrYXdheSBCbHZkLCBSb3NlZGFsZSwgTlkgMTE0MjIsIFVTQQ,"25402 Rockaway Blvd, Rosedale, NY 11422, USA",40.6359303,-73.7401128,Queens County
41522848,ChIJJ9_54Gz2wokRgaFxwYXjvHU,"2353 Frederick Douglass Blvd, New York, NY 10027, USA",40.8111432,-73.9508604,New York County
40574293,ChIJE9_tb5VZwokRMBUxUVsnY5Q,"28 8th Ave, New York, NY 10014, USA",40.7377646,-74.0043501,New York County
40576283,ChIJycxsyzpbwokRJEp7ARLLvBc,"474 Coney Island Ave, Brooklyn, NY 11218, USA",40.6461233,-73.97110409999999,Kings County
41313568,ChIJfXiG3gNZwokRlCnqNUWh7c8,"370 Lexington Ave, New York, NY 10168, USA",40.7506846,-73.97679529999999,New York County
41327097,ChIJpTtbm0dowokRxdO40QlNChY,"9511 Rockaway Beach Blvd, Far Rockaway, NY 11693, USA",40.5853098,-73.8176273,Queens County
41108012,ChIJ2djaJGJhwokRgvXJ0AINhRo,"20712 Hollis Ave, Queens Village, NY 11429, USA",40.7074605,-73.74975599999999,Queens County
50053002,ChIJhxyrZmlbwokR_bSW-IF2WdQ,"658 Rogers Ave, Brooklyn, NY 11226, USA",40.6554,-73.95324099999999,Kings County
41108999,ChIJr0xr9INZwokRULUKgGlYZnY,"198 Allen St, New York, NY 10002, USA",40.7223506,-73.98857989999999,New York County
41286260,ChIJE6ETeaZbwokRwkjmCFoepy0,"594 Vanderbilt Ave, Brooklyn, NY 11238, USA",40.6787181,-73.9687482,Kings County
40820348,ChIJPS-CecdawokRc37KoiW2bHI,"3901 4th Ave, Brooklyn, NY 11232, USA",40.6524197,-74.0060767,Kings County
40868077,ChIJMVl1fbJZwokRDPA8engPJd8,"458 9th Ave, New York, NY 10018, USA",40.7542811,-73.99529919999999,New York County
41563713,EiQyMjEgN3RoIEF2ZSwgTmV3IFlvcmssIE5ZIDEwMDExLCBVU0E,"221 7th Ave, New York, NY 10011, USA",40.7439653,-73.9957254,New York County
50046005,ChIJ0_RqR7ZZwokRv7yDof5g51k,"271 11th Ave, New York, NY 10001, USA",40.7517415,-74.00521060000001,New York County
41589585,ChIJV__guERbwokRnMMFyR3jNJo,"1675 Nostrand Ave, Brooklyn, NY 11226, USA",40.6452937,-73.94875429999999,Kings County
41645426,ChIJvdHEAphfwokREuxQPLeJyhI,"9107 31st Ave, Flushing, NY 11369, USA",40.760366,-73.877326,Queens County
50044694,ChIJMW-tQEpFwokR4I0FgKEU9uE,"5805 8th Ave, Brooklyn, NY 11220, USA",40.6363537,-74.00840269999999,Kings County
50007006,ChIJNbZ5jfBYwokRVnhwQKplnX8,"40 Central Park S, New York, NY 10019, USA",40.7651683,-73.9757133,New York County
41647630,ChIJsUGYGUBfwokRHaKMpqIbACY,"2581 Steinway St, Long Island City, NY 11103, USA",40.7658627,-73.9130582,Queens County
40965338,EiY0NjggSHVkc29uIFN0LCBOZXcgWW9yaywgTlkgMTAwMTQsIFVTQQ,"468 Hudson St, New York, NY 10014, USA",40.7318001,-74.00657009999999,New York County
41375578,ChIJC1_Nl7FbwokRWMipK-TEEG4,"662 Fulton St, Brooklyn, NY 11217, USA",40.686565,-73.975703,Kings County
41432588,ChIJ76z9dPxYwokRoxXjIz8DnAE,"23 E 51st St, New York, NY 10022, USA",40.7588091,-73.9755055,New York County
41279788,ChIJebAuA-NYwokRDY61iQ6h6hU,"230 E 51st St, New York, NY 10022, USA",40.7557713,-73.9691283,New York County
41633093,ChIJSRE6jfpEwokR_2iSn1DgQbU,"2024 McDonald Ave, Brooklyn, NY 11223, USA",40.6032788,-73.97260519999999,Kings County
41230776,ChIJHVIPaspEwokRsw4W7B7EErg,"1608 Avenue H, Brooklyn, NY 11230, USA",40.62988170000001,-73.9609864,Kings County
40825792,ChIJnYPx4LhYwokRQvcGi5P5h0k,"1526 1st Avenue, New York, NY 10075, USA",40.772749,-73.95205779999999,New York County
50008557,Ei4xMTA2MCBRdWVlbnMgQmx2ZCwgRm9yZXN0IEhpbGxzLCBOWSAxMTM3NSwgVVNB,"11060 Queens Blvd, Forest Hills, NY 11375, USA",40.7190805,-73.83917799999999,Queens County
41273383,ChIJh3tw3w5FwokRVSVrNrEVaF0,"8509 20th Ave, Brooklyn, NY 11214, USA",40.6049195,-73.99768329999999,Kings County
41628219,ChIJYdaHs09nwokRn0EFy4gFXuE,"11409 Liberty Ave, South Richmond Hill, NY 11419, USA",40.685889,-73.828296,Queens County
50008813,ChIJN1BTs4FLwokR6LtN7-onL7s,"2655 Richmond Ave, Staten Island, NY 10314, USA",40.582418,-74.1659155,Richmond County
50012302,ChIJ3e2LUptZwokRXgjY9rMTzMA,"73 2nd Ave, New York, NY 10003, USA",40.7265159,-73.989541,New York County
40510293,ChIJnQClza9ZwokRQ37NEa49KoQ,"New York, NY 10001, USA",40.75368539999999,-73.9991637,New York County
41717742,ChIJr248khL2wokR-B3fo59O_UI,"2065 7th Ave, New York, NY 10027, USA",40.807721,-73.94879999999999,New York County
41704296,ChIJd7q2n5xZwokRBynC-0YYik4,"103 2nd Ave, New York, NY 10003, USA",40.7276359,-73.98876790000001,New York County
40987128,ChIJTZYlzP9YwokRFGqcCStLc4c,"8 W 45th St, New York, NY 10036, USA",40.7555513,-73.9803819,New York County
50039752,ChIJ1fZUhvdmwokRIp1gPvDDoK8,"John F. Kennedy International Airport Terminal 7, Jamaica, NY 11430, USA",40.6488818,-73.7829714,Queens County
41224985,ChIJb3QdCAFZwokRofBkCvlUAxY,"52 E 41st St, New York, NY 10017, USA",40.7517244,-73.9790474,New York County
41459208,ChIJj7edkL1ZwokRYxYoU1ibM2o,"139 W 14th St, New York, NY 10011, USA",40.738349,-73.9984379,New York County
50043047,EiY1MTAgRSA5NHRoIFN0LCBCcm9va2x5biwgTlkgMTEyMTIsIFVTQQ,"510 E 94th St, Brooklyn, NY 11212, USA",40.6549271,-73.9173526,Kings County
41447497,ChIJj1AuZz1awokRS9tg9wGOpks,"110 John St, New York, NY 10038, USA",40.7076634,-74.0060373,New York County
40798514,EiwxMzgtMzEgUXVlZW5zIEJsdmQsIEJyaWFyd29vZCwgTlkgMTE0MzUsIFVTQQ,"138-31 Queens Blvd, Briarwood, NY 11435, USA",40.7081659,-73.8177826,Queens County
40922896,ChIJcdcobiBfwokRsEhujuwikGk,"4922 Skillman Ave, Flushing, NY 11377, USA",40.7460179,-73.91442270000002,Queens County
41470237,ChIJxU_sN8b1wokRTD-77iLCa0M,"483 Brook Ave, Bronx, NY 10455, USA",40.813523,-73.916082,Bronx County
41154370,ChIJD8egcxpkwokR82h8NB2RErI,"13889 Francis Lewis Blvd, Rosedale, NY 11422, USA",40.6668633,-73.7364965,Queens County
41405535,ChIJqcK1SlJYwokR7aGqgV1TE5s,"625 9th Ave, New York, NY 10036, USA",40.759984,-73.991838,New York County
41677849,ChIJ109D6e9YwokRdlKm2uFeiJQ,"37 E 60th St, New York, NY 10022, USA",40.76414399999999,-73.97019499999999,New York County
41580533,ChIJC5-qKoP2wokRpHmhv7XvXeQ,"2106 Amsterdam Ave, New York, NY 10032, USA",40.837674,-73.93892199999999,New York County
50032599,ChIJbZDUXlxZwokREBhOrRePFS4,"182 N 10th St, Brooklyn, NY 11211, USA",40.7188851,-73.95537159999999,Kings County
50037935,ChIJY_5uEnP2wokRm_m93VcA1Lg,"381 Lenox Ave, New York, NY 10027, USA",40.8105416,-73.9435716,New York County
41388869,ChIJvalT3SL2wokRdPllti_VnMU,"973 Columbus Ave, New York, NY 10025, USA",40.800244,-73.96171,New York County
40590237,ChIJW7ZNBzdawokReVyJTP-xb4k,"48 Henry St, Brooklyn, NY 11201, USA",40.6995965,-73.99222379999999,Kings County
41667262,ChIJB0EDoHdhwokRZp0oxLzE5O4,"20415 Hillside Avenue, Hollis, NY 11423, USA",40.72092500000001,-73.76104219999999,Queens County
41002004,ChIJ_8sNychfwokRL01GWfi3HzM,"4610 104th St, Flushing, NY 11368, USA",40.7460363,-73.8600131,Queens County
50045426,ChIJCxNxC1hZwokRQRgHs0zDDK8,"572 Grand St, Brooklyn, NY 11211, USA",40.7109671,-73.94904009999999,Kings County
40385693,ChIJzQEKMLBZwokRk0fdmrhccxA,"378 8th Ave, New York, NY 10001, USA",40.748852,-73.99556,New York County
41361217,ChIJJXPanRpawokR8uOG6B4GuQQ,"311 South End Ave, New York, NY 10280, USA",40.7105252,-74.0163958,New York County
41512890,ChIJc-qtcwKKwokRKu4q9-aF56M,"4236 235th St, Flushing, NY 11363, USA",40.7675936,-73.7480594,Queens County
50006337,ChIJK2r_JBhawokRoGteRK9i1yg,"71 Nassau St, New York, NY 10038, USA",40.709695,-74.0083878,New York County
50033506,ChIJ-Vt42_1awokRd9ZXXFNf7_I,"383 5th Ave, Brooklyn, NY 11215, USA",40.6707717,-73.9846676,Kings County
50033676,ChIJ16AXChdawokRYMg873uz6eE,"20 Pine St, New York, NY 10005, USA",40.707717,-74.0097265,New York County
41008641,ChIJZRWZI_ZYwokRI_Al8n3Bhag,"10 Columbus Cir, New York, NY 10019, USA",40.7684141,-73.9827037,New York County
41681629,ChIJo2aiDB1cwokRnyrQuAJtzdo,"50 Wyckoff Ave, Brooklyn, NY 11237, USA",40.705535,-73.9216859,Kings County
40765947,ChIJxUltVrxcwokRqpQXeaFcJG0,"5814 Clarendon Rd, Brooklyn, NY 11203, USA",40.6446434,-73.92127110000001,Kings County
41459659,ChIJ_S7Yf5xZwokR-kGXeLcf1bw,"26 St Marks Pl, New York, NY 10003, USA",40.728744,-73.988744,New York County
50001259,ChIJ_ZmaS4FZwokRRA9kkBCcEIY,"92 Rivington St, New York, NY 10002, USA",40.7203735,-73.9886406,New York County
40424488,ChIJeYRUYclNwokRaUG-ozmbhdM,"1646 Forest Ave, Staten Island, NY 10302, USA",40.6246952,-74.1434262,Richmond County
40593844,ChIJiZH02FBFwokR6FEANIjTIb0,"6823 4th Ave, Brooklyn, NY 11220, USA",40.634603,-74.0232,Kings County
41363384,ChIJI5K3H9H1wokR05xnMR234Sc,"553 Walton Ave, Bronx, NY 10451, USA",40.8190186,-73.9284026,Bronx County
50006255,EjMxMDYtMTEgQ29udGluZW50YWwgQXZlLCBGb3Jlc3QgSGlsbHMsIE5ZIDExMzc1LCBVU0E,"106-11 Continental Ave, Forest Hills, NY 11375, USA",40.71950349999999,-73.84523850000001,Queens County
41461629,ChIJcU2jVXj0wokRCwG8OHYVAFM,"2376 Ryer Ave, Bronx, NY 10458, USA",40.8591568,-73.8979073,Bronx County
50009307,ChIJdTkXjWdZwokRwkaSysvrMLQ,"64 N 9th St, Brooklyn, NY 11249, USA",40.7208272,-73.96004889999999,Kings County
41620117,EicxMzE1IFcgNDV0aCBTdCwgTmV3IFlvcmssIE5ZIDEwMDM2LCBVU0E,"1315 W 45th St, New York, NY 10036, USA",40.76358949999999,-73.9988338,New York County
41717445,ChIJuyRrh_REwokRGgK_CzsIDUw,"819 Avenue U, Brooklyn, NY 11223, USA",40.5983806,-73.9623708,Kings County
41367178,ChIJndAokwJZwokRO7KPdytBTfc,"708 3rd Ave, New York, NY 10017, USA",40.75243,-73.97373859999999,New York County
41547073,ChIJyTqZvSlbwokRu8Lywgm3I4M,"61A Church Ave, Brooklyn, NY 11218, USA",40.642387,-73.981009,Kings County
